,location,total_sqft,bath,price,bhk
6991,Vijayanagar,1046.0,2.0,49.06,2.0
6992,Vijayanagar,2400.0,2.0,230.0,1.0
6993,Vijayanagar,492.0,1.0,40.0,1.0
6994,Vijayanagar,1375.0,2.0,75.0,3.0
6995,Vishveshwarya Layout,750.0,1.0,30.0,1.0
6996,Vishveshwarya Layout,2000.0,4.0,75.0,4.0
6997,Vishveshwarya Layout,2100.0,6.0,92.0,6.0
6998,Vishveshwarya Layout,2000.0,3.0,90.0,4.0
6999,Vishwapriya Layout,820.0,2.0,30.0,2.0
7000,Vishwapriya Layout,770.0,2.0,30.0,2.0
7001,Vishwapriya Layout,910.0,2.0,36.0,2.0
7002,Vishwapriya Layout,890.0,2.0,37.0,2.0
7003,Vittasandra,1404.0,2.0,71.0,2.0
7004,Vittasandra,1246.0,2.0,67.0,2.0
7005,Vittasandra,1404.0,2.0,69.3,2.0
7006,Vittasandra,1246.0,2.0,67.3,2.0
7007,Vittasandra,1246.0,2.0,64.5,2.0
7008,Vittasandra,1246.0,2.0,64.5,2.0
7009,Vittasandra,1246.0,2.0,68.0,2.0
7010,Vittasandra,1743.0,3.0,85.0,3.0
7011,Vittasandra,1238.0,2.0,67.0,2.0
7012,Vittasandra,1404.0,2.0,75.0,2.0
7013,Vittasandra,1246.0,2.0,65.0,2.0
7014,Vittasandra,1238.0,2.0,67.0,2.0
7015,Vittasandra,1246.0,2.0,67.4,2.0
7016,Vittasandra,1259.0,2.0,67.4,2.0
7017,Vittasandra,1404.0,2.0,68.8,2.0
7018,Vittasandra,1246.0,2.0,62.3,2.0
7019,Vittasandra,1246.0,2.0,63.0,2.0
7020,Vittasandra,1246.0,2.0,67.4,2.0
7021,Vittasandra,1246.0,2.0,65.4,2.0
7022,Vittasandra,1650.0,3.0,84.0,3.0
7023,Vittasandra,1238.0,2.0,67.32,2.0
7024,Vittasandra,1246.0,2.0,67.4,2.0
7025,Vittasandra,1650.0,3.0,85.0,3.0
7026,Vittasandra,1246.0,2.0,67.3,2.0
7027,Vittasandra,1404.0,2.0,70.0,2.0
7028,Vittasandra,1259.0,2.0,67.48,2.0
7029,Vittasandra,1404.0,2.0,75.0,2.0
7030,Vittasandra,1650.0,3.0,85.5,3.0
7031,Vittasandra,1246.0,2.0,67.0,2.0
7032,Vittasandra,1650.0,3.0,85.0,3.0
7033,Vittasandra,1650.0,3.0,85.5,3.0
7034,Vittasandra,1404.0,2.0,72.0,2.0
7035,Vittasandra,1246.0,2.0,67.5,2.0
7036,Vittasandra,1246.0,2.0,67.5,2.0
7037,Vittasandra,1404.0,2.0,70.0,2.0
7038,Vittasandra,1246.0,2.0,65.0,2.0
7039,Vittasandra,1246.0,2.0,67.4,2.0
7040,Vittasandra,1648.0,3.0,85.0,3.0
7041,Whitefield,1170.0,2.0,38.0,2.0
7042,Whitefield,1800.0,2.0,70.0,3.0
7043,Whitefield,1610.0,3.0,81.0,3.0
7044,Whitefield,1459.0,2.0,94.82,2.0
7045,Whitefield,2010.0,3.0,91.0,3.0
7046,Whitefield,1116.0,2.0,51.91,2.0
7047,Whitefield,1225.0,2.0,47.6,2.0
7048,Whitefield,1075.0,2.0,53.0,2.0
7049,Whitefield,1280.0,2.0,75.0,2.0
7050,Whitefield,1173.0,2.0,58.0,2.0
7051,Whitefield,1910.0,3.0,161.0,3.0
7052,Whitefield,3252.0,4.0,230.0,4.0
7053,Whitefield,11890.0,4.0,700.0,4.0
7054,Whitefield,1130.0,2.0,42.16,2.0
7055,Whitefield,1040.0,2.0,48.5,2.0
7056,Whitefield,1150.0,2.0,70.0,2.0
7057,Whitefield,1768.0,3.0,101.0,3.0
7058,Whitefield,1500.0,3.0,61.95,3.0
7059,Whitefield,4144.0,4.0,315.0,4.0
7060,Whitefield,4104.0,4.0,360.0,4.0
7061,Whitefield,1790.0,3.0,100.0,3.0
7062,Whitefield,1720.0,3.0,100.0,3.0
7063,Whitefield,1140.0,2.0,56.0,2.0
7064,Whitefield,1640.0,4.0,91.0,3.0
7065,Whitefield,805.0,2.0,35.0,2.0
7066,Whitefield,1155.0,2.0,59.95,2.0
7067,Whitefield,2280.0,4.0,126.0,3.0
7068,Whitefield,1650.0,3.0,60.0,3.0
7069,Whitefield,1447.0,2.0,83.0,2.0
7070,Whitefield,1116.0,2.0,51.91,2.0
7071,Whitefield,1897.0,3.0,130.0,3.0
7072,Whitefield,2225.0,2.0,125.0,3.0
7074,Whitefield,1495.0,2.0,79.5,2.0
7075,Whitefield,1113.0,2.0,62.0,2.0
7076,Whitefield,2268.0,3.0,163.0,4.0
7077,Whitefield,1560.0,2.0,72.0,3.0
7078,Whitefield,1200.0,2.0,45.84,2.0
7079,Whitefield,2400.0,4.0,200.0,4.0
7080,Whitefield,1985.0,3.0,75.0,3.0
7081,Whitefield,1360.0,2.0,95.0,2.0
7082,Whitefield,1254.0,2.0,40.0,2.0
7083,Whitefield,1697.0,3.0,94.79,3.0
7084,Whitefield,5000.0,4.0,400.0,4.0
7085,Whitefield,3000.0,5.0,250.0,4.0
7086,Whitefield,1700.0,3.0,115.0,3.0
7087,Whitefield,1140.0,2.0,41.0,2.0
7088,Whitefield,1190.0,2.0,57.0,2.0
7089,Whitefield,2842.0,3.0,162.0,3.0
7090,Whitefield,1403.0,2.0,60.81,3.0
7091,Whitefield,1232.0,2.0,45.0,2.0
7092,Whitefield,1485.0,3.0,65.0,3.0
7093,Whitefield,1500.0,3.0,130.0,3.0
7094,Whitefield,1280.0,2.0,75.0,2.0
7095,Whitefield,1330.0,2.0,71.0,2.0
7096,Whitefield,1405.0,2.0,78.0,3.0
7097,Whitefield,2225.0,3.0,115.0,3.0
7098,Whitefield,1272.0,2.0,95.05,2.0
7099,Whitefield,1205.0,2.0,39.0,2.0
7100,Whitefield,1541.0,3.0,72.0,3.0
7101,Whitefield,1192.0,2.0,71.0,2.0
7102,Whitefield,1277.0,2.0,61.3,2.0
7103,Whitefield,1185.0,2.0,40.0,2.0
7104,Whitefield,1306.0,3.0,54.65,3.0
7105,Whitefield,1626.0,3.0,89.0,3.0
7106,Whitefield,1585.0,3.0,88.0,3.0
7108,Whitefield,1125.0,2.0,62.0,2.0
7109,Whitefield,1280.0,2.0,85.0,2.0
7110,Whitefield,1200.0,3.0,68.5,3.0
7111,Whitefield,4000.0,4.0,330.0,4.0
7112,Whitefield,1697.0,3.0,108.0,3.0
7113,Whitefield,1205.0,2.0,58.0,2.0
7114,Whitefield,3606.0,4.0,312.0,4.0
7115,Whitefield,1485.0,2.0,90.0,2.0
7116,Whitefield,950.0,1.0,50.0,1.0
7117,Whitefield,3584.0,4.0,199.0,4.0
7118,Whitefield,825.0,1.0,45.0,1.0
7119,Whitefield,1155.0,2.0,60.0,2.0
7120,Whitefield,2010.0,3.0,92.0,3.0
7121,Whitefield,1635.0,2.0,85.0,3.0
7122,Whitefield,1216.0,2.0,79.0,2.0
7123,Whitefield,1200.0,3.0,56.2,3.0
7124,Whitefield,1215.0,2.0,65.0,2.0
7125,Whitefield,1870.0,3.0,90.0,3.0
7126,Whitefield,1260.0,2.0,49.5,2.0
7127,Whitefield,2856.0,5.0,145.5,4.0
7128,Whitefield,920.0,2.0,63.0,2.0
7129,Whitefield,1165.0,2.0,40.5,2.0
7130,Whitefield,1170.0,2.0,71.0,2.0
7131,Whitefield,1118.0,2.0,75.0,2.0
7132,Whitefield,1800.0,3.0,110.0,3.0
7133,Whitefield,1562.0,3.0,103.0,3.0
7134,Whitefield,1190.0,2.0,67.0,2.0
7135,Whitefield,1102.0,2.0,48.0,2.0
7136,Whitefield,2321.0,4.0,128.0,3.0
7137,Whitefield,1320.0,2.0,95.0,2.0
7138,Whitefield,735.0,2.0,35.0,2.0
7139,Whitefield,1896.0,3.0,75.0,3.0
7140,Whitefield,3010.0,3.0,200.0,3.0
7141,Whitefield,1346.0,2.0,96.17,2.0
7142,Whitefield,3850.0,5.0,316.0,3.0
7143,Whitefield,1410.0,3.0,43.71,3.0
7144,Whitefield,1150.0,2.0,44.0,3.0
7145,Whitefield,1280.0,2.0,52.0,2.0
7146,Whitefield,2500.0,4.0,155.0,4.0
7147,Whitefield,905.0,1.0,55.0,1.0
7148,Whitefield,1200.0,2.0,46.13,2.0
7149,Whitefield,2268.0,3.0,146.0,4.0
7150,Whitefield,1150.0,2.0,55.0,2.0
7151,Whitefield,1500.0,3.0,71.8,3.0
7152,Whitefield,630.5,1.0,32.79,1.0
7153,Whitefield,3537.0,5.0,210.0,4.0
7154,Whitefield,1285.0,2.0,55.9,2.0
7155,Whitefield,1697.0,3.0,115.0,3.0
7156,Whitefield,1130.0,2.0,36.0,2.0
7157,Whitefield,1215.0,2.0,39.0,2.0
7158,Whitefield,1495.0,2.0,79.5,2.0
7159,Whitefield,3250.0,5.0,290.0,5.0
7160,Whitefield,1216.0,2.0,66.48,2.0
7161,Whitefield,1350.0,3.0,54.0,3.0
7162,Whitefield,1173.0,2.0,60.0,2.0
7163,Whitefield,1269.0,2.0,75.0,2.0
7164,Whitefield,3227.0,5.0,250.0,5.0
7165,Whitefield,1545.0,3.0,79.0,3.0
7166,Whitefield,1306.0,3.0,54.65,3.0
7167,Whitefield,1000.0,2.0,35.0,2.0
7168,Whitefield,3262.0,4.0,260.0,4.0
7169,Whitefield,1386.0,3.0,57.46,3.0
7170,Whitefield,1132.0,2.0,79.28,2.0
7171,Whitefield,1200.0,2.0,45.84,2.0
7172,Whitefield,1140.0,2.0,39.0,2.0
7173,Whitefield,2830.0,5.0,160.0,4.0
7174,Whitefield,1205.0,2.0,40.0,2.0
7175,Whitefield,1195.0,2.0,70.0,2.0
7176,Whitefield,3480.0,4.0,284.0,3.0
7177,Whitefield,1738.0,2.0,79.0,3.0
7178,Whitefield,1250.0,2.0,72.0,2.0
7179,Whitefield,709.0,1.0,34.385,1.0
7180,Whitefield,1340.0,2.0,77.0,2.0
7181,Whitefield,1320.0,2.0,79.5,2.0
7182,Whitefield,750.0,2.0,52.7,2.0
7183,Whitefield,1200.0,3.0,61.96,3.0
7184,Whitefield,1180.0,2.0,41.0,2.0
7185,Whitefield,1095.0,2.0,35.0,2.0
7186,Whitefield,1415.0,2.0,67.0,2.0
7187,Whitefield,1105.0,2.0,41.36,2.0
7189,Whitefield,1200.0,2.0,45.0,2.0
7190,Whitefield,3445.0,5.0,270.0,4.0
7191,Whitefield,1700.0,3.0,140.0,3.0
7192,Whitefield,4827.0,4.0,400.0,4.0
7193,Whitefield,1405.0,2.0,84.5,2.0
7194,Whitefield,1345.0,2.0,57.0,3.0
7195,Whitefield,3252.0,4.0,280.0,4.0
7196,Whitefield,1200.0,2.0,45.0,2.0
7197,Whitefield,1150.0,2.0,90.0,2.0
7198,Whitefield,2400.0,4.0,147.0,4.0
7199,Whitefield,1440.0,2.0,64.0,3.0
7200,Whitefield,624.0,1.0,35.0,1.0
7201,Whitefield,1200.0,2.0,45.0,2.0
7202,Whitefield,1109.0,2.0,41.49,2.0
7203,Whitefield,1700.0,3.0,95.0,3.0
7204,Whitefield,4960.0,4.0,400.0,4.0
7205,Whitefield,2928.0,4.0,198.0,4.0
7206,Whitefield,1215.0,2.0,62.0,2.0
7207,Whitefield,2700.0,5.0,175.0,3.0
7208,Whitefield,1216.0,2.0,84.0,2.0
7209,Whitefield,2882.0,5.0,204.0,4.0
7210,Whitefield,1840.0,3.0,140.0,3.0
7211,Whitefield,1778.0,3.0,122.0,3.0
7212,Whitefield,1400.0,2.0,80.0,2.0
7213,Whitefield,650.0,1.0,25.0,1.0
7214,Whitefield,2155.0,3.0,125.0,4.0
7215,Whitefield,905.0,1.0,52.0,1.0
7216,Whitefield,1230.0,2.0,59.0,2.0
7217,Whitefield,1205.0,2.0,40.0,2.0
7218,Whitefield,1125.0,2.0,40.0,2.0
7219,Whitefield,1216.0,2.0,69.06,2.0
7220,Whitefield,1216.0,2.0,75.0,2.0
7221,Whitefield,1355.0,2.0,78.0,2.0
7222,Whitefield,1255.0,2.0,77.0,2.0
7223,Whitefield,1216.0,2.0,73.0,2.0
7224,Whitefield,709.0,1.0,34.735,1.0
7225,Whitefield,1140.0,2.0,45.0,2.0
7226,Whitefield,1190.0,2.0,60.0,2.0
7227,Whitefield,1312.0,2.0,55.0,2.0
7228,Whitefield,1745.0,3.0,100.0,3.0
7229,Whitefield,3200.0,4.0,224.0,4.0
7230,Whitefield,1096.0,2.0,39.0,2.0
7231,Whitefield,825.0,1.0,44.9,1.0
7232,Whitefield,1116.0,2.0,51.91,2.0
7233,Whitefield,1227.0,2.0,53.49,2.0
7234,Whitefield,1235.0,2.0,47.0,2.0
7235,Whitefield,1870.0,3.0,138.0,3.0
7236,Whitefield,1175.0,2.0,39.0,2.0
7237,Whitefield,1180.0,2.0,41.0,2.0
7238,Whitefield,1862.0,3.0,125.0,3.0
7239,Whitefield,1655.0,3.0,113.0,3.0
7240,Whitefield,530.0,1.0,29.44,1.0
7241,Whitefield,1085.0,2.0,57.0,2.0
7242,Whitefield,905.0,1.0,50.0,1.0
7243,Whitefield,1600.0,3.0,82.0,3.0
7244,Whitefield,1230.0,4.0,80.0,4.0
7245,Whitefield,1255.0,2.0,40.0,2.0
7246,Whitefield,630.5,1.0,32.15,1.0
7247,Whitefield,905.0,1.0,52.0,1.0
7248,Whitefield,1200.0,3.0,57.15,3.0
7249,Whitefield,1451.0,2.0,52.43,3.0
7250,Whitefield,1187.0,2.0,37.85,2.0
7251,Whitefield,1216.0,2.0,83.0,2.0
7252,Whitefield,1301.0,2.0,65.0,2.0
7253,Whitefield,1330.0,2.0,55.0,3.0
7254,Whitefield,1155.0,2.0,55.0,2.0
7255,Whitefield,1355.0,3.0,76.0,2.0
7256,Whitefield,4075.0,5.0,226.0,4.0
7257,Whitefield,1216.0,2.0,75.0,2.0
7258,Whitefield,1242.0,2.0,65.0,2.0
7259,Whitefield,1495.0,2.0,67.0,3.0
7260,Whitefield,1548.0,3.0,65.0,3.0
7261,Whitefield,2856.0,5.0,154.5,4.0
7262,Whitefield,1200.0,2.0,46.13,2.0
7263,Whitefield,1200.0,2.0,46.13,2.0
7264,Whitefield,1405.0,3.0,58.0,3.0
7265,Whitefield,2856.0,5.0,158.5,4.0
7266,Whitefield,1355.0,2.0,73.0,2.0
7267,Whitefield,2882.0,5.0,158.0,4.0
7268,Whitefield,750.0,1.0,51.0,1.0
7269,Whitefield,1115.0,2.0,34.555,2.0
7270,Whitefield,1105.0,2.0,39.99,2.0
7271,Whitefield,1173.0,2.0,77.0,2.0
7272,Whitefield,1200.0,3.0,68.4,3.0
7273,Whitefield,982.0,2.0,37.0,2.0
7274,Whitefield,1118.0,2.0,42.0,2.0
7275,Whitefield,1216.0,2.0,69.0,2.0
7276,Whitefield,3425.0,5.0,250.0,4.0
7277,Whitefield,1100.0,2.0,37.0,2.0
7278,Whitefield,1200.0,3.0,56.0,3.0
7279,Whitefield,2856.0,5.0,157.5,4.0
7280,Whitefield,1550.0,2.0,49.6,3.0
7281,Whitefield,2173.0,3.0,128.0,3.0
7282,Whitefield,1435.0,3.0,45.0,3.0
7283,Whitefield,905.0,1.0,62.0,1.0
7284,Whitefield,1870.0,3.0,138.0,3.0
7285,Whitefield,1320.0,2.0,99.26,2.0
7286,Whitefield,2901.0,4.0,190.0,3.0
7287,Whitefield,1485.0,2.0,96.51,2.0
7288,Whitefield,1755.0,3.0,101.0,3.0
7289,Whitefield,1608.0,2.0,63.0,3.0
7290,Whitefield,2225.0,3.0,149.0,3.0
7291,Whitefield,1250.0,2.0,82.0,2.0
7293,Whitefield,605.0,1.0,40.0,1.0
7294,Whitefield,1185.0,2.0,41.0,2.0
7295,Whitefield,1200.0,3.0,56.58,3.0
7296,Whitefield,2210.0,3.0,156.0,3.0
7297,Whitefield,1173.0,2.0,78.2,2.0
7298,Whitefield,1740.0,4.0,130.0,3.0
7299,Whitefield,1216.0,2.0,75.0,2.0
7300,Whitefield,1060.0,2.0,35.0,2.0
7301,Whitefield,1655.0,3.0,120.0,3.0
7302,Whitefield,4003.0,6.0,300.0,4.0
7303,Whitefield,1125.0,2.0,45.0,2.0
7304,Whitefield,1180.0,2.0,70.0,2.0
7305,Whitefield,1280.0,2.0,69.0,2.0
7306,Whitefield,2023.0,4.0,130.0,3.0
7307,Whitefield,2134.0,4.0,118.0,3.0
7308,Whitefield,1458.0,2.0,62.0,3.0
7309,Whitefield,1808.0,4.0,80.0,3.0
7310,Whitefield,905.0,1.0,60.0,1.0
7311,Whitefield,1537.0,2.0,70.0,3.0
7312,Whitefield,1186.0,2.0,55.0,2.0
7313,Whitefield,1806.0,3.0,85.0,3.0
7314,Whitefield,1109.0,2.0,35.22,2.0
7315,Whitefield,1216.0,2.0,67.0,2.0
7316,Whitefield,1452.0,3.0,90.0,3.0
7317,Whitefield,2850.0,5.0,240.0,4.0
7318,Whitefield,1150.0,2.0,55.0,2.0
7319,Whitefield,1600.0,3.0,69.0,3.0
7320,Whitefield,2830.0,5.0,190.0,4.0
7321,Whitefield,1295.0,2.0,78.5,2.0
7322,Whitefield,840.0,1.0,57.6,1.0
7323,Whitefield,640.0,1.0,19.83,1.0
7324,Whitefield,1991.0,3.0,104.0,3.0
7325,Whitefield,1190.0,2.0,41.0,2.0
7326,Whitefield,1109.0,2.0,35.47,2.0
7327,Whitefield,5200.0,5.0,242.0,4.0
7328,Whitefield,1655.0,3.0,97.0,3.0
7329,Whitefield,1850.0,3.0,150.0,3.0
7330,Whitefield,1200.0,3.0,67.77,3.0
7331,Whitefield,1290.0,2.0,90.0,2.0
7332,Whitefield,1200.0,2.0,45.0,2.0
7333,Whitefield,1140.0,2.0,40.0,2.0
7334,Whitefield,1216.0,2.0,75.0,2.0
7335,Whitefield,1356.0,2.0,94.84,2.0
7336,Whitefield,1338.0,2.0,103.0,2.0
7337,Whitefield,1115.0,2.0,55.0,2.0
7338,Whitefield,1870.0,3.0,90.0,3.0
7339,Whitefield,3450.0,4.0,208.0,3.0
7340,Whitefield,1105.0,2.0,35.36,2.0
7341,Whitefield,1074.0,2.0,42.79,2.0
7342,Whitefield,1100.0,2.0,52.0,2.0
7343,Whitefield,1267.0,2.0,90.33,2.0
7344,Whitefield,2400.0,4.0,143.0,4.0
7345,Whitefield,1836.0,3.0,125.0,3.0
7346,Whitefield,1197.0,2.0,50.0,2.0
7347,Whitefield,3596.0,3.0,200.0,3.0
7348,Whitefield,1275.0,2.0,65.0,3.0
7349,Whitefield,1155.0,2.0,39.0,2.0
7350,Whitefield,1141.0,2.0,62.0,2.0
7351,Whitefield,1216.0,2.0,82.0,2.0
7352,Whitefield,1495.0,3.0,88.0,2.0
7353,Whitefield,1564.0,3.0,103.0,3.0
7354,Whitefield,1585.0,3.0,84.0,3.0
7355,Whitefield,1200.0,3.0,56.0,3.0
7356,Whitefield,1140.0,2.0,50.0,2.0
7357,Whitefield,1558.0,3.0,90.0,3.0
7358,Whitefield,1216.0,2.0,75.0,2.0
7359,Whitefield,1227.0,2.0,70.0,2.0
7360,Whitefield,1704.0,3.0,120.0,3.0
7362,Whitefield,1256.0,2.0,73.0,2.0
7363,Whitefield,1195.0,2.0,62.38,2.0
7364,Whitefield,1770.0,4.0,68.0,3.0
7365,Whitefield,1300.0,2.0,78.0,2.0
7366,Whitefield,1570.0,3.0,88.0,3.0
7367,Whitefield,1216.0,2.0,84.03,2.0
7368,Whitefield,1240.0,2.0,70.0,2.0
7369,Whitefield,1216.0,2.0,72.5,2.0
7370,Whitefield,1215.0,2.0,40.0,2.0
7371,Whitefield,2025.0,4.0,115.0,3.0
7372,Whitefield,1346.0,2.0,100.0,3.0
7373,Whitefield,1020.0,2.0,45.0,2.0
7374,Whitefield,935.0,2.0,32.72,2.0
7375,Whitefield,1024.0,2.0,32.0,2.0
7376,Whitefield,2990.0,3.0,198.0,4.0
7377,Whitefield,1600.0,3.0,69.1,3.0
7378,Whitefield,1205.0,2.0,58.0,2.0
7379,Whitefield,1720.0,3.0,98.97,3.0
7380,Whitefield,1600.0,3.0,95.0,3.0
7381,Whitefield,1655.0,3.0,108.0,3.0
7382,Whitefield,1740.0,3.0,95.0,3.0
7383,Whitefield,1200.0,3.0,56.72,3.0
7384,Whitefield,1350.0,2.0,88.0,2.0
7385,Whitefield,1030.0,2.0,44.0,2.0
7386,Whitefield,1216.0,2.0,80.0,2.0
7387,Whitefield,2900.0,4.0,225.0,4.0
7388,Whitefield,1340.0,2.0,101.0,2.0
7389,Whitefield,1190.0,2.0,64.0,2.0
7390,Whitefield,1500.0,3.0,78.57,3.0
7391,Whitefield,1626.0,3.0,85.0,3.0
7392,Whitefield,1195.0,2.0,61.36,2.0
7393,Whitefield,1100.0,2.0,65.0,2.0
7394,Whitefield,1100.0,2.0,46.5,2.0
7395,Whitefield,1270.0,2.0,65.0,3.0
7396,Whitefield,3117.0,3.0,261.0,3.0
7397,Whitefield,1216.0,2.0,73.0,2.0
7398,Whitefield,1135.0,2.0,58.0,2.0
7399,Whitefield,3150.0,3.0,290.0,3.0
7400,Whitefield,1185.0,2.0,56.0,2.0
7401,Whitefield,2956.0,5.0,234.0,4.0
7402,Whitefield,1530.0,3.0,75.0,3.0
7403,Whitefield,1015.0,2.0,45.0,2.0
7404,Whitefield,1187.0,2.0,38.0,2.0
7405,Whitefield,2247.0,3.0,145.0,3.0
7406,Whitefield,3940.0,5.0,265.0,4.0
7407,Whitefield,1190.0,2.0,59.0,2.0
7408,Whitefield,1160.0,2.0,67.0,2.0
7409,Whitefield,1216.0,2.0,66.88,2.0
7410,Whitefield,1180.0,2.0,77.0,2.0
7411,Whitefield,2140.0,3.0,139.0,3.0
7412,Whitefield,1314.0,2.0,84.0,2.0
7413,Whitefield,1530.0,3.0,73.0,3.0
7414,Whitefield,1160.0,2.0,39.0,2.0
7415,Whitefield,1012.0,2.0,58.0,2.0
7416,Whitefield,1150.0,2.0,40.21,2.0
7417,Whitefield,1495.0,2.0,70.0,3.0
7418,Whitefield,1340.0,2.0,41.0,2.0
7419,Whitefield,1431.0,3.0,85.0,3.0
7420,Whitefield,524.0,1.0,29.0,1.0
7421,Whitefield,2830.0,4.0,161.0,4.0
7422,Whitefield,2135.0,3.0,149.0,4.0
7423,Whitefield,2500.0,4.0,100.0,4.0
7424,Whitefield,3075.0,2.0,188.0,4.0
7425,Whitefield,1760.0,3.0,160.0,3.0
7426,Whitefield,1655.0,3.0,110.0,3.0
7427,Whitefield,840.0,1.0,57.0,1.0
7428,Whitefield,1725.0,3.0,106.0,3.0
7429,Whitefield,1130.0,2.0,36.0,2.0
7430,Whitefield,1059.0,2.0,57.0,2.0
7431,Whitefield,516.0,1.0,39.0,1.0
7432,Whitefield,1116.0,2.0,51.91,2.0
7433,Whitefield,6000.0,4.0,410.0,4.0
7434,Whitefield,1639.0,3.0,107.0,3.0
7435,Whitefield,1820.0,3.0,113.0,3.0
7436,Whitefield,1990.0,3.0,98.0,3.0
7437,Whitefield,3565.0,4.0,218.0,4.0
7438,Whitefield,3410.0,5.0,253.0,4.0
7439,Whitefield,1345.0,3.0,58.0,3.0
7440,Whitefield,1205.0,2.0,41.0,2.0
7441,Whitefield,4500.0,4.0,330.0,4.0
7442,Whitefield,1250.0,2.0,85.0,2.0
7443,Whitefield,1115.0,2.0,51.91,2.0
7444,Whitefield,1277.0,2.0,77.0,2.0
7445,Whitefield,1820.0,3.0,140.0,3.0
7446,Whitefield,3453.0,4.0,247.0,4.0
7447,Whitefield,1245.0,2.0,59.76,2.0
7448,Whitefield,1322.5,3.0,40.985,3.0
7449,Whitefield,1074.0,2.0,42.8,2.0
7450,Whitefield,1200.0,2.0,46.13,2.0
7451,Whitefield,1200.0,2.0,45.84,2.0
7452,Whitefield,2280.0,4.0,125.0,3.0
7453,Whitefield,2882.0,5.0,200.0,4.0
7454,Whitefield,1170.0,2.0,56.0,2.0
7455,Whitefield,1639.5,3.0,92.63,3.0
7456,Whitefield,1390.0,2.0,72.0,2.0
7457,Whitefield,1634.0,3.0,68.0,3.0
7458,Whitefield,1190.0,2.0,70.0,2.0
7459,Whitefield,1105.0,2.0,35.4,2.0
7460,Whitefield,1270.0,2.0,94.0,2.0
7461,Whitefield,1220.0,2.0,89.0,2.0
7462,Whitefield,1116.0,2.0,51.91,2.0
7463,Whitefield,1436.0,2.0,62.15,3.0
7464,Whitefield,3758.0,3.0,300.0,3.0
7465,Whitefield,1452.0,2.0,46.29,3.0
7466,Whitefield,1370.0,2.0,56.0,2.0
7467,Whitefield,1050.0,2.0,43.0,2.0
7468,Whitefield,1496.0,2.0,71.81,3.0
7469,Whitefield,1216.0,2.0,72.0,2.0
7470,Whitefield,1158.0,2.0,55.0,2.0
7471,Whitefield,5400.0,5.0,475.0,4.0
7472,Whitefield,1396.0,3.0,74.0,3.0
7473,Whitefield,1175.0,2.0,41.0,2.0
7474,Whitefield,1315.0,2.0,55.0,2.0
7475,Whitefield,1451.0,2.0,46.4,3.0
7476,Whitefield,1063.0,2.0,42.52,2.0
7477,Whitefield,1346.0,2.0,76.01,2.0
7478,Whitefield,1276.0,2.0,69.5,2.0
7479,Whitefield,1317.0,2.0,52.0,2.0
7480,Whitefield,2858.0,4.0,137.0,4.0
7481,Whitefield,1615.0,3.0,96.9,3.0
7482,Whitefield,1220.0,2.0,55.0,2.0
7483,Whitefield,1116.0,2.0,48.76,2.0
7484,Whitefield,1400.0,2.0,56.0,3.0
7485,Whitefield,1140.0,2.0,55.0,2.0
7486,Whitefield,1295.0,2.0,64.5,2.0
7487,Whitefield,1200.0,2.0,70.0,2.0
7488,Whitefield,1015.0,2.0,56.0,2.0
7489,Whitefield,1430.0,3.0,52.0,3.0
7490,Whitefield,1216.0,2.0,75.0,2.0
7491,Whitefield,1010.0,2.0,45.0,3.0
7492,Whitefield,2321.0,4.0,157.0,3.0
7493,Whitefield,1224.0,2.0,75.0,2.0
7494,Whitefield,1655.0,3.0,113.0,3.0
7495,Whitefield,1740.0,3.0,85.0,3.0
7496,Whitefield,4144.0,5.0,331.0,5.0
7497,Whitefield,925.0,2.0,35.0,2.0
7498,Whitefield,1175.0,2.0,50.0,2.0
7499,Whitefield,1200.0,3.0,67.75,3.0
7500,Whitefield,2444.0,4.0,145.0,4.0
7501,Whitefield,1270.0,2.0,110.0,2.0
7502,Whitefield,1660.0,3.0,110.0,3.0
7503,Whitefield,1270.0,2.0,105.0,2.0
7504,Whitefield,1315.0,2.0,69.5,2.0
7505,Whitefield,1173.0,2.0,78.2,2.0
7506,Whitefield,1362.0,2.0,85.0,2.0
7507,Whitefield,955.0,2.0,38.19,2.0
7508,Whitefield,1457.0,2.0,105.0,3.0
7509,Whitefield,1720.0,3.0,128.0,3.0
7510,Whitefield,1500.0,3.0,61.9,3.0
7511,Whitefield,1495.0,2.0,78.0,2.0
7512,Whitefield,1270.0,2.0,52.0,2.0
7513,Whitefield,1564.0,3.0,103.0,3.0
7514,Whitefield,1240.0,2.0,41.0,2.0
7515,Whitefield,1500.0,3.0,71.0,3.0
7516,Whitefield,1404.0,2.0,59.0,3.0
7517,Whitefield,1639.0,3.0,107.0,3.0
7518,Whitefield,1760.0,3.0,139.0,3.0
7519,Whitefield,613.0,1.0,48.0,1.0
7520,Whitefield,1730.0,3.0,125.0,3.0
7521,Whitefield,1453.0,2.0,58.0,3.0
7522,Whitefield,877.0,1.0,59.0,1.0
7523,Whitefield,2856.0,5.0,154.5,4.0
7524,Whitefield,3453.0,4.0,231.0,5.0
7525,Yelachenahalli,1400.0,2.0,55.0,3.0
7526,Yelachenahalli,1464.0,2.0,105.0,3.0
7527,Yelachenahalli,2400.0,1.0,150.0,2.0
7528,Yelachenahalli,1700.0,3.0,130.0,3.0
7529,Yelachenahalli,1080.0,2.0,55.0,2.0
7530,Yelachenahalli,1400.0,2.0,78.0,2.0
